1.065068499999999974e+00,-1.029382999999999937e+00,2.790627700000000377e+00
-2.066490699999999903e-01,-1.173005699999999818e+00,4.098834499999999714e+00
-1.163981699999999897e+00,-5.892455599999999460e-01,3.494804900000000103e+00
-7.647593000000000307e-01,-1.403081999999999940e+00,4.702969000000000399e+00
3.422205999999999637e+00,3.929926200000000147e-01,1.293255299999999997e+00
-7.497136599999999484e-01,6.036610599999999716e-01,2.311472700000000380e+00
3.894548400000000243e-01,-9.344114999999999505e-01,4.067591700000000365e+00
2.276986600000000305e+00,-2.768241000000000174e-01,3.144238000000000088e+00
-3.037043799999999738e+00,1.157621699999999976e+00,7.912308999999999592e+00
-3.084663600000000283e+00,1.181372800000000112e+00,1.239035099999999900e+01
-4.433900749999999946e-01,-4.809900449999999772e-01,2.760695625000000319e+00
-2.304162999999999906e-01,-8.370290999999998593e-01,3.894176250000000117e+00
-3.782704600000000195e+00,1.034383999999999970e+00,1.123594399999999993e+01
-1.081152300000000066e+00,1.430227266666666663e+00,6.655907533333333070e+00
-8.953678600000000154e-01,-9.990055599999999592e-01,5.620857700000000179e+00
-8.256790600000000202e-01,-6.722348999999999686e-01,3.919528199999999796e+00
-2.901925200000000427e+00,1.144271533333333313e+00,1.078115600000000107e+01
2.565366742857142945e+00,-7.427569771428572665e-01,2.220692357142857176e+00
2.177357199999999882e+00,-5.436301999999999524e-01,4.421376699999999715e+00
2.215261890909090869e+00,-8.876935681818182156e-02,2.308358981818181999e+00
2.325106007142857312e+00,-2.838019748571429246e-01,1.958779864285714156e+00
-1.364377500000000021e+00,1.251871799999999979e+00,1.386865599999999965e+01
9.984724499999999558e-01,-5.128484000000000931e-01,3.740460399999999908e+00
-1.107604999999999951e+00,-5.298939999999999761e-01,7.298375000000000057e+00
-2.801272140000000466e+00,1.640497780000000017e+00,6.331816879999999870e+00
-1.487760500000000041e+00,1.272702899999999859e+00,1.423491099999999854e+01
-2.550362799999999819e+00,8.783754000000000284e-01,1.419473999999999947e+01
-3.471772000000000080e+00,3.228703700000000176e-01,1.320740100000000083e+01
6.664932666666666394e-01,-6.280413833333332585e-01,4.361332499999999612e+00
-1.425444687499999974e+00,-8.495333900000000549e-01,4.897697312499999178e+00
2.010780099999999848e+00,8.818678349999999888e-01,8.378465500000000787e+00
1.818926800000000066e+00,1.659912099999999890e+00,1.326712000000000202e+01
2.066853543478261113e+00,1.095335813043478268e+00,5.421499034782607751e+00
-3.644951600000000180e+00,1.212498999999999993e+00,1.209683399999999942e+01
2.552477000000000107e+00,-3.775553600000000620e-01,3.437075066666666512e+00
2.078133799999999809e+00,8.556509675000000259e-01,7.836701574999999309e+00
9.661296150000000527e-01,1.221110450000000069e+00,8.495419000000000054e+00
2.621880229999999923e+00,-2.243549089000000107e-01,2.734689950000000369e+00
6.329869999999999663e-01,-5.843593500000000551e-01,5.081062300000000143e+00
-4.160006000000000093e+00,2.318407600000000068e-01,1.288534100000000038e+01
-2.734534399999999810e+00,1.117365283333333403e+00,7.365379300000000740e+00
-6.813597999999999877e-02,1.322510999999999992e+00,7.435583599999999294e+00
1.890354300000000043e+00,5.788337000000000065e-01,9.348544000000000409e+00
-8.492576249999999050e-01,-7.212265499999999108e-01,6.928736466666666871e+00
2.571860599999999941e+00,-3.976013400000000253e-01,5.227043000000000106e+00
2.077156366666666809e+00,-1.896527783333333550e-01,5.275988766666666940e+00
-3.835463857142856536e+00,1.221048200000000028e+00,1.243642957142857242e+01
2.242812400000000039e+00,-1.500367499999999965e-01,4.244214000000000375e+00
2.285819000000000045e-01,1.049133499999999941e+00,1.100142100000000056e+01
8.924913399999999664e-01,-4.179121299999999928e-01,5.459776000000000629e+00
1.818143950000000064e+00,-1.107431668500000049e-01,5.327465000000000117e+00
1.073578580000000005e-01,9.297171650000000120e-01,9.956944000000000017e+00
-2.747537450000000270e+00,-1.599891325000000197e-01,9.869462999999999653e+00
-5.076031699999999924e-01,1.466780000000000028e-01,6.579446300000000747e+00
6.466248050000000802e-01,2.620556199999999891e-01,5.901355999999999824e+00
1.517351255555555056e+00,-1.626951822222222066e-01,4.888612800000000647e+00
-1.659530200000000066e+00,4.126189399999999896e-01,1.492307000000000095e+01
-8.826179727272727149e-01,1.460204654545454783e+00,6.492744863636364272e+00
-1.860218849999999868e+00,1.053101700000000085e-01,6.704648899999998690e+00
1.606706666666666727e+00,-2.155248642222221678e-01,4.366140511111110456e+00
6.669509325000000377e-01,2.335136274999999872e-01,6.352837974999999915e+00
-4.310307499999999514e+00,1.252079500000000012e+00,1.338507650000000204e+01
-1.972500649999999967e+00,1.023958799999999947e+00,9.509455000000000879e+00
-1.138566500000000037e+00,3.384885200000000149e-01,1.293682199999999938e+01
3.836872599999999744e-01,-2.581384500000000193e-01,6.223996599999999546e+00
1.034888599999999936e+00,6.953597000000000250e-01,6.380734999999999602e+00
-1.781037099999999818e+00,3.873604999999999965e-01,1.539410299999999943e+01
-6.388694200000000212e-01,1.426366600000000151e+00,5.987953499999999707e+00
-2.091789200000000015e+00,1.048315899999999967e+00,9.806594999999999729e+00
-3.992023925000000251e+00,1.220571524999999991e+00,1.272267575000000051e+01
-2.303668700000000236e+00,1.076573500000000072e+00,1.033932599999999979e+01
-2.423398000000000163e+00,8.931521849999999318e-01,1.388950124999999858e+01
-1.363492311111111244e+00,-2.174472511111111006e-01,3.977568299999999724e+00
-2.638696266666666457e+00,1.241141233333333149e+00,1.382054716666666572e+01
-8.605483750000000320e-01,1.034653749999999928e+00,9.456887000000001819e+00
-2.494730549999999880e+00,1.113574775000000017e+00,6.830004050000000326e+00
-2.216572649999999811e+00,-8.360624850000000219e-01,1.077845750000000180e+01
